Sentence,processed_text,Sentiment
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,swedbank shares hardest hit swedish banks ongoing international financial crisis,negative
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",finnish silicon wafers maker okmetic oyj said september invest total mln euro mln sensor wafer business,neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",contracts raute corporation muling kemian wood products announced november taken effect,neutral
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",nokia music store begins trading tuesday selling singles albums well live music streaming,neutral
BP joins forces with Det Norske in Norway,bp joins forces det norske norway,positive
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",tekla provides software building infrastructure engineering focus building information modelling steel concrete structures design construction,neutral
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",comptel slipped net loss profit previous year,neutral
Australia clears AB Inbev's $100 billion SABMiller buyout plan,australia clears ab inbev billion sabmiller buyout plan,positive
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",current year raute expects net sales increase operating result positive,positive
FTSE 100 flat; Standard Chartered leads risers,ftse flat standard chartered leads risers,positive
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",helsinki afx metso said upgrade one four paper machines latter mill jaemsaenkoski new coating color supply system machine process controls quality measurements,positive
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",brazilian interbank camara interbancaria de pagamentos cip acquired solutions us business integration solutions provider sterling commerce latter company said statement,positive
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,net sales whole fiscal year lower operating profit estimated negative,neutral
These restrictions do not apply to statutory dividends .,restrictions apply statutory dividends,neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,finnish business software group affectogenimap oyj said net profit halved mln euro mln first nine months mln euro mln period,negative
"Exports of goods fell by 59 % , and imports by 16.7 % .",exports goods fell imports,neutral
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,dxcm making higher highs higher lows consolidates past several weeks time high,positive
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",equity ratio compared third quarter net sales frozen foods business totaled eur third quarter,positive
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",finnair plc carried record million passengers increase percent previous year finnish national carrier reported tuesday,positive
The solid fuel is heated before sludge is mixed therein . '',solid fuel heated sludge mixed therein,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,changes models design communicated subcontractors accommodate steel grc glass reinforced concrete fabrication process,neutral
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,sales department store division increased sales clothing store subsidiary seppala increased meanwhile sales hobby hall decreased,positive
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,nokia shares percent lower gmt,neutral
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,endp sued ftc nobody buy hanging heads,negative
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,september finnish electrical components maker salcomp oyj hel announced today launch latest twist charger platform,neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",ebrd using funds provide million loan b portion million euros syndicated two finnish commercial banks nordea bank finland plc pohjola bank plc,neutral
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",shareholder full name id code petri ailus born information please contact isto hantila ceo tel,neutral
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",gmcr way acting may fall today horrible action since hit yesterday,negative
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,renovation biggest moulding line orhangazi foundry modern line europe,positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",financial impact estimated meur annual improvement division result starting fiscal year,positive
"Cargotec 's share capital after the increase totals 64,046,460 euros .",cargotec share capital increase totals euros,neutral
Olvi expects sales and market share to increase in the first quarter of 2010 .,olvi expects sales market share increase first quarter,positive
The plant will collect raw material from the Baltic Sea region .,plant collect raw material baltic sea region,neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",operating profit net sales period increased respectively compared corresponding period,positive
Tesco share price closes higher as two more directors leave grocer,tesco share price closes higher two directors leave grocer,positive
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,total capital funds managed bank decreased eur end september,negative
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",chain posted sales million euros full rise percent,positive
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",strike finnair estimates incur net loss per day,neutral
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",contrast company net loss third quarter contracted eur million eur million corresponding period year ago,positive
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",net sales group came group companies employed total people,neutral
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",yit corporation corporate release stock exchange release yit capital markets day london wednesday september yit hold capital markets day investors analysts london,neutral
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group aktia operating profit increased eur mn eur mn,positive
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",produces magazine papers newsprint well fine specialty papers converting materials wood products,neutral
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard,neutral
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",first nine months company net loss narrowed eur eur million corresponding period,positive
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon shares nominal value eur per share subscribed march exercising options based company stock option plan,neutral
Sales have risen in other export markets .,sales risen export markets,positive
Industry NewsWolseley confident in reslilience amid mixed markets,industry newswolseley confident reslilience amid mixed markets,positive
The agreement expands Tekla Structures ' scope of use to bridge design .,agreement expands tekla structures scope use bridge design,positive
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",maglan capital february long fairpoint http frp,positive
There are no substitutes to AC drives .,substitutes ac drives,neutral
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,power generated annually loviisa covers finland electricity consumption,neutral
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",employee leaves company within duration cover money invested ensure commitment returned company,neutral
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,nordea bank estonia part largest financial group nordic countries,neutral
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",alma media operating profit eur,neutral
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",figure includes change fair value property portfolio eur million,neutral
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period totalled eur mn eur mn corresponding period,negative
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",lee man combined annual production capacity close million tonnes paper tonnes pulp,neutral
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",net sales financial year expected amount operating result ebit expected loss announced,negative
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",adp news oct finnish lifting equipment maker konecranes oyj omx said today net profit rose eur million usd first nine months eur million,positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",company booked new orders worth mln eur compared mln eur period year ago,positive
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,uk winners losers aviva friends life lead ftse gainers,positive
Shell challenges Exxon dominance with 47 billion-pound bid for BG,shell challenges exxon dominance bid bg,negative
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,positive
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",sale allow campofrio focus recently announced takeover groupe smithfield holdings european unit smithfield foods sfd,neutral
The credit covers approximately 70 % of the ship 's price .,credit covers approximately ship price,neutral
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",profit period totaled eur mn eur mn corresponding period,positive
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',hope increase traffic volumes opening freight one scandinavia,positive
$CRK time to accumulate for a long position with far more upside than downside,crk time accumulate long position far upside downside,positive
"` Sanoma is a buyer not a target , ' he said .",sanoma buyer target said,neutral
This wood lacquered clock comes with a stripy hand-crocheted cover .,wood lacquered clock comes stripy cover,neutral
The reduction notice applied to 17 people .,reduction notice applied people,negative
Operating profit improved by 16.7 % to EUR 7.7 mn .,operating profit improved eur mn,positive
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",intu process streamlining structure especially divestment businesses https,positive
com and possibly also through photo-msn .,com possibly also,neutral
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",bank net interest income increased eur mn eur mn,positive
"It is being developed by Symbian , the software licensing consortium led by Nokia .",developed symbian software licensing consortium led nokia,neutral
"As a result , the number of personnel in Finland will be reduced by 158 .",result number personnel finland reduced,neutral
"`` Adjustment to the fall in price level , in contrast , has been less effective .",adjustment fall price level contrast less effective,negative
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",adp news jan finnish industrial environmental measurement equipment maker vaisala oyj omx vaias said yesterday develop operational reference radiosonde climate change observations,neutral
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,teliasonera secured deliveries modems support second quarter,positive
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,previous offer voting rights capital,neutral
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,ea launches origin online game distribution mac http via macrumors ea,positive
Acquisitions have been made and businesses have been well integrated .,acquisitions made businesses well integrated,positive
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,expense ratio compared corresponding period,negative
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",yara suomi ltd also provides nitrogen chemicals technical nitrates various sectors industry well products used environmental protection,neutral
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",alexandria march patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland developed method mobility support protocol traffic communication system,neutral
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",proving good cellphone design truly work art website nokia provides colorful canvas expression sentiments,positive
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,equity indexes working positive engulfing march sml rut iwc smh sox semis fakeout,positive
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,finnish metal components supplier componenta oyj said net profit went mln euro mln mln euro mln,positive
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,seawind en route finnish port turku stockholm got stuck ice already around wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short thursday,neutral
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",agj recorded eur mln sales generated exports customers western europe statement said,neutral
Alma Media expects its net sales to increase as forecast previously .,alma media expects net sales increase forecast previously,positive
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,poyry recognized one world leading advisors global forestry industry,positive
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",finnish cargotec kalmar business area providing container handling solutions awarded order ten gantry rtg cranes saigon newport company snp vietnam,positive
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,goog breakout likely medium target http http,positive
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",october finnish environmental management company lassila tikanoja oyj hel l said today net profit declined first nine months period year earlier,neutral
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",baltic states company reports net sales eur mn eur mn operative ebit eur mn eur mn,neutral
The company said that the fall in turnover had been planned .,company said fall turnover planned,neutral
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",came aspo chemicals aspo shipping aspo systems,neutral
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earnings per share higher year ahead market consensus eur,positive
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",luna took fifth place shot behind spain beatriz recari germany martina eberl welsh player becky brewerton british finisher sharing seventh place shooting,neutral
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",decision french court relates claims raised former aspocomp employees company said,neutral
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",samsung currently occupies third place lost ground quarter dropping share overall,neutral
Nokia Siemens Networks has struggled to make a profit in the past two years .,nokia siemens networks struggled make profit past two years,negative
The insurance division turned a EUR120m profit .,insurance division turned profit,neutral
Net profit in the period in 2009 was ( EURO ) 29 million .,net profit period euro million,neutral
CapMan made its initial investment in OneMed in June 2006 .,capman made initial investment onemed june,neutral
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",following workday customers check home computers purchases divided different ingredient groups much energy various products contain nutritional content purchases,neutral
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,okmetic used furnaces contract manufacturing solar crystals,neutral
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",nevertheless development allowed ruin print newspaper continues sanoma news main medium,neutral
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",adp news apr finnish business information systems developer solteq oyj hel said today net loss widened eur usd first quarter eur peri,negative
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,benefon turn salo unit business unit establish business unit uk,neutral
Results are expected late in 2006 .,results expected late,neutral
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",gild sandbagged guidance use last billion cc cautiously optimistic wait til next er confirmation,neutral
fi is developing cooperation in keyword advertising with Microsoft .,fi developing cooperation keyword advertising microsoft,positive
"The contract value amounts to about EUR11m , the company added .",contract value amounts company added,neutral
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",grupe group owned denmark royal unibrew raised market share percent percent beer sales nine months jumped percent million liters,positive
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",total wonderware certified sis available integrate support wonderware products intouch hmi software industrialsql server historian wonderware information server dt analyst software qi analyst spc software,neutral
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,timo penttila appointed new manager responsible asset management nordea institutional customers finland,neutral
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",company goal achieve annual savings eur million usd two thirds realized,positive
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",company offers payroll services including payroll processing payroll tax administration employee pay services including direct deposit check signing readychex,neutral
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",china finnish kone provides elevators escalators solutions modernisation maintenance build escalators installed railway section beijing shanghai years time,positive
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",financialwire tm cooperation investrend broadcast syndicate also provides complete daily conference call webcast schedules service shareholders investors via firstalert tm networks oefirstalert tm daily,neutral
Return on investment was 16.6 % compared to 15.8 % in 2004 .,return investment compared,positive
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",omx helsinki ended pct lower omx helsinki pct bln eur turnover,negative
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",decision tekes based among following grounds project significant impact business development company,neutral
STUK today is a full service house expert in radiation and nuclear safety issues .,stuk today full service house expert radiation nuclear safety issues,neutral
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",april neste separated parent company finnish energy company fortum became listed helsinki stock exchange,neutral
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank reports operating profit eur mn first quarter eur mn corresponding period,neutral
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,nordea group operating profit increased percent billion euros total revenue percent billion euros,positive
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,looking strong bounce spy lunchtime rally coming dia iwm qqq aa fb,positive
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,fixed mobile convergence solutions represent key value proposition today communication market,neutral
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",growth beer consumption took place far east latin america africa,neutral
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",qualcomm dividend increase rewards patient investors future looks bright https qcom,positive
He is resting comfortably and is looking forward to getting back to work . '',resting comfortably looking forward getting back work,neutral
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",smartphone available per handset across india nokia india managing director shivakumar told reporters,neutral
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,stockmann established finland became first foreign company enter russia retail trade market,neutral
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operating loss totalled eur mn profit eur mn first half,negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operating profit totalled eur mn eur mn first half,neutral
$RNN More bleeding Monday.,rnn bleeding monday,negative
"Nordstjernan will make the offer in approximately one month , in September 2007 .",nordstjernan make offer approximately one month september,neutral
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",galvan made savings adjustments buying less liquor watching portion sizes,neutral
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",parties agreed disclose price deal group said press release,neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",alexandria march jaakko vilo turku finland developed panel press,neutral
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",liquid handling products include electronic mechanical pipettes disposable tips well pipette maintenance calibration services research institutions healthcare industrial laboratories,neutral
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries,neutral
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",pnc goldman sachs receive dividend hike green light act http pnc gs,positive
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",following payment made april company total eur million loans financial institutions,neutral
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",companies sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,neutral
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,profit period increased eur mn eur mn,positive
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",qihu totally missed one jump break test congrats shorts,negative
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",utility also provide services related electricity management hedging trades risk management reporting,neutral
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",ko missed earnings expectations last two quarters today strong results came major surprise http,positive
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,latvia stockmann shopping mall subsidiary finland stockmann plc,neutral
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",finnish investment group neomarkka oyj hel nembv said today buy former production facilities kuitu finland ltd part negotiations option invest specialty cellulose fiber business,neutral
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",group net sales continuing operations rose eur mn eur mn corresponding period,positive
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary oy would merged oy,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronics contract manufacturer scanfil reports net sales eur mn second quarter eur mn year earlier,neutral
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",beyond improved voice capabilities customers streamlined way comply recalls traceability requirements providing competitive advantage,positive
CORRECTED-Shire to buy Dyax for about $5.9 bln,buy dyax bln,positive
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",also includes installation new equipment training services well service work shoe press delivered vaahto,neutral
Nokia is also negotiating the product portfolio of the new company .,nokia also negotiating product portfolio new company,neutral
Glencore slumps 30 percent as debt fears grow,glencore slumps percent debt fears grow,negative
The value of the order is EUR 4mn .,value order eur,neutral
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,company said agreed unsecured credit line lenders,neutral
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",agreement cover monitoring maintenance server capacity service backups extension option,neutral
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,bbry sierra great cash balance impressive growth wonderful marriage,positive
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",profit taxes period last year,positive
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",oka specialises new construction renovation work residential building well premises industrial logistical use,neutral
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neste oil refineries combined crude oil refining capacity approximately barrels day,neutral
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,net sales decreased eur million eur million,neutral
"In 2007 , Etteplan had turnover of EUR125 .2 m.",etteplan turnover,neutral
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,pretax profit rose eur mn eur mn corresponding period,positive
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",net sales finnish sanoma learning literature finnish media group sanoma decreased totalling eur mn eur mn corresponding period,neutral
The size of a cider bottle will remain unchanged .,size cider bottle remain unchanged,neutral
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,finlan listed food industry company hkscan group controlled companies baltics improved revenues eur mn eur mn eur mn year,positive
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,revenue quarter fell percent euro billion compared year earlier,negative
EBIT excluding non-recurring items was estimated to increase from 2009 .,ebit excluding items estimated increase,positive
What we think ?,think,neutral
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,keith skeoch step david nish quits chief executive standard life,neutral
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",upgrade intended raise network capacity mhz mhz several cities enabling services digital television well broadband data,positive
No financial details were provided .,financial details provided,neutral
Tesco share price tumbles after negative broker note,tesco share price tumbles negative broker note,negative
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",according finnish tehtaat ceo matti karppinen tehtaat sold majority feed grain business quickly start look acquisitions,neutral
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",finnish consultancy satama interactive oyj said november jarmo lonnfors took position ceo,neutral
"According to the company , the lay-offs will be temporary .",according company temporary,neutral
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell tonnes september,neutral
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,rihko started manage raisio benecol business summer heading tobacco company altadis european operations,neutral
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,financial statements interim reports released around finnish time given dates,neutral
