source,text,processed_text,year,sentiment
kaggle,"$INTC & $AAPL strong, tech leads DOW higher",intc aapl strong tech leads dow higher,,positive
kaggle,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,yit capital markets day materials available company internet site september,,neutral
kaggle,NWC ANALYSIS :,nwc analysis,,neutral
kaggle,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",actions include cutting expensive weekend shifts freezing production bonus system general program,,neutral
kaggle,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",finnish pharmaceuticals company orion reports profit taxes eur mn third quarter 2010 eur mn corresponding period 2009,2010.0,positive
kaggle,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",fortum needs clear signal commitment government permit available company start next round kuula says,,neutral
kaggle,A total of 140 jobs will be reduced at the Raahe Steel Works .,total jobs reduced raahe steel works,,negative
kaggle,"$FB trending nicely, intraday.",fb trending nicely intraday,,positive
kaggle,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,sponda plc annual general meeting decided march 2005 establish shareholders nomination committee prepare proposals annual general meeting 2006 composition board directors remuneration,2005.0,neutral
kaggle,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",publishing sweden operating loss eur mn 2009 compared profit eur mn year ago,2009.0,negative
kaggle,$GTE LONG at 7.44,gte long,,positive
kaggle,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",respect decision discussions closed said kai telanne alma media ceo,,neutral
kaggle,The value of the contract is in total USD12m .,value contract total,,neutral
kaggle,Small investors have voiced fears that the shares will end up with risk investors .,small investors voiced fears shares end risk investors,,negative
kaggle,The acquisition is expected to take place by the end of August 2007 .,acquisition expected take place end august 2007,2007.0,neutral
kaggle,The value of the confirmed aircraft orders totals EUR 2bn .,value confirmed aircraft orders totals eur,,neutral
kaggle,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,incap lankapaja aim enter actual agreement transfer production buyer february order complete transfer march 2011,2011.0,positive
kaggle,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",last year finnair recorded growth asian sector carrying million passengers two continents,,positive
kaggle,$MOS looking good here at $58.65. Calls are active in this month and weekly,mos looking good calls active month weekly,,positive
kaggle,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",according report elisa dna joint market share finland telecom market,,neutral
kaggle,The value of the order is EUR 2.5 mn .,value order eur mn,,neutral
kaggle,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,rapala vmc corporation rapala company engaged manufacture distribution fishing equipment accessories,,neutral
kaggle,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",second company acquired sweden reftele maskinservice ab whose business mainly field services spare parts manufacturing employees mln eur sales year,,neutral
kaggle,HSBC appoints business leaders to board,hsbc appoints business leaders board,,positive
kaggle,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",payment million litas interest loan provided ragutis majority shareholder estonia le coq also added losses,,negative
kaggle,"More than 14,000 customers were left powerless .",customers left powerless,,neutral
kaggle,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",financial report published friday seb said net profit soared bn 2010 bn proposed dividend increase per share,2010.0,positive
kaggle,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,finnish meat company atria longer promise sufficient amount domestic beef customers,,neutral
kaggle,ICE Said to Start Lining Up Financing for LSE Bidding War,ice said start lining financing lse bidding war,,positive
kaggle,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,transaction included also transfer lease agreement concerning manufacturing premises employment agreements related operations,,neutral
kaggle,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,ixonos finance acquisition mln euro mln loan,,neutral
kaggle,"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",upm talking creditor banks nordea sto nda nordic investment bank danske cph danske sampo bank deal paper said,,neutral
kaggle,AstraZeneca share price: Acerta deal pays off with orphan drug status,astrazeneca share price acerta deal pays orphan drug status,,positive
kaggle,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,aspen buy anaesthetics astrazeneca million,,positive
kaggle,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",sales tiimari business went eur million gallerix stores saw growth eur million,,negative
kaggle,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell eur mn eur mn corresponding period 2007,2007.0,negative
kaggle,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",last quarter best quarter 2009 net sales operating margin rose,2009.0,positive
kaggle,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,revenue rose eur mn eur mn 2009,2009.0,positive
kaggle,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",last year firm also acquired realprojekti oy real estate development company advise capman property activities,,neutral
kaggle,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",company operating income ebit totalled eur mn eur mn,,positive
kaggle,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,combining deep domain expertise application service management asm outsourcing service offerings proved winning combination,,positive
kaggle,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,notice entirety proposals nomination committee board published least four weeks april company website post och inrikes tidningar dagens industri,,neutral
kaggle,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,business boomed ostrom helped plant small story rapala lures life magazine issue featured marilyn monroe cover,,positive
kaggle,EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,emsa deputy chairman board juri lember told bns wednesday first time heard strike swedish side informed estonian union yet,,negative
kaggle,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur mn profit eur mn 2004,2004.0,neutral
kaggle,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",raute headquartered nastola finland technology company serving wood products industry worldwide,,neutral
kaggle,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",last week however nokia announced pursue relationship microsoft make windows phone operating system foundation nokia mobile phones,,neutral
kaggle,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,elcoteq group recently announced last three months previous year brought major loss half billion kroons eur mln fifth quarter running,,neutral
kaggle,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",however increases signaling traffic wastes network resources allows fewer smartphones connect,,neutral
kaggle,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,isrg pt raised leerink keeps outperform rated,,positive
kaggle,The idea of saving electricity in data transfer is still a new one .,idea saving electricity data transfer still new one,,neutral
kaggle,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",unveils indian jv ivrcl finnish chemicals group kemira hel tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure projects ltd bom,,positive
kaggle,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",nokia multimedia net sales totaled eur bn corresponding period 2005,2005.0,positive
kaggle,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,measures launched immediately due finalized first quarter 2010,2010.0,neutral
kaggle,"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",russian media ventures minority shareholder peter hervy denied plans sell ova press daily said,,neutral
kaggle,"Tesco set to sell Kipa, Giraffe businesses - Sky News",tesco set sell kipa giraffe businesses sky news,,negative
kaggle,A PLUMBING business has announced it is sponsoring a professional darts player .,plumbing business announced sponsoring professional darts player,,neutral
kaggle,No more waste-burning facilities should be built .,facilities built,,neutral
kaggle,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling,,neutral
kaggle,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,name newspaper publishing printing division sanoma changed sanoma news,,neutral
kaggle,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,net sales increased april june 2010 year earlier,2010.0,positive
kaggle,The total capacity of the factory will be approximately 100 engines a year .,total capacity factory approximately engines year,,neutral
kaggle,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,operating profit rose eur mn eur mn,,positive
kaggle,Shire to buy NPS for $5.2 billion to boost rare disease drugs,shire buy nps billion boost rare disease drugs,,positive
kaggle,The ` buy ' recommendation was reiterated .,buy recommendation reiterated,,positive
kaggle,Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,finnish electrical components maker salcomp oyj hel announced today launch latest twist charger platform,,neutral
kaggle,$aapl high of day just hit. Back at it tomorrow.,aapl high day hit back tomorrow,,positive
kaggle,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,stakes high astrazeneca heart drug facing tough competition,,negative
kaggle,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,capital expenditure energy efficiency unfortunately fallen along decline economy,,neutral
kaggle,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,sources said nokia would unveil new phone tube analyst media event london,,neutral
kaggle,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009,2010.0,neutral
kaggle,"AstraZeneca bags another cancer drug deal, this time with Inovio",astrazeneca bags another cancer drug deal time inovio,,positive
kaggle,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,hearst able consolidate russian market advertising press purchase,,positive
kaggle,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,pretax profit decreased eur mn eur mn fourth quarter 2005,2005.0,neutral
kaggle,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",conference call participate via conference call please dial minutes beginning event 7162 0025 europe usa,7162.0,neutral
kaggle,"On the other hand , Finnish sawmills ' production has decreased even more .",hand finnish sawmills production decreased even,,negative
kaggle,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",finnish newspaper publisher sanoma media group sanomawsoy merging free sheets uutislehti metro 2008 form new free sheet named metro,2008.0,neutral
kaggle,"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",contract comprises log handling line peeling line veneer drying grading line,,neutral
kaggle,Saunalahti is a part of the Elisa group .,saunalahti part elisa group,,neutral
kaggle,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,vaisala net profit third quarter 2007 dropped mln euro mln mln euro mln period 2006,2007.0,neutral
kaggle,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,repeats sees 2008 operating profit reporting helsinki newsroom keywords,2008.0,negative
kaggle,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",production levels agreed producers long time ago fall consumption lead losses,,neutral
kaggle,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",terms agreement talvivaara cameco provide investment maximum million cover construction cost uranium extraction circuit,,positive
kaggle,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",csx today report wall street expecting eps revenues,,positive
kaggle,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",l operative finland sweden latvia russia norway,,neutral
kaggle,$amzn breaking,amzn breaking,,positive
kaggle,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",finnish consulting engineering group poyry plc omx helsinki poy said wednesday october awarded contract tanqia dibba fzc wastewater system dibba emirate fujairah uae,,positive
kaggle,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,comptel corporation publish financial statements 2008 february 2009,2008.0,neutral
kaggle,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",alexandria july hannu kahonen juuka finland developed ornamental design handle fire pit door patent trademark office announced,,neutral
kaggle,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",suominen corporation estimates program started autumn 2005 higher sales prices expected growth volume wet wipes make company operations profitable,2005.0,positive
kaggle,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",rt tlt still rising rsi macd bond buying signaling bad moves market spy uup,,negative
kaggle,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,ramirent made million kroons eur mln loss last year year company million kroons black,,negative
kaggle,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,operating profit rose eur mn eur mn corresponding period 2007,2007.0,positive
kaggle,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",moment valio worried ban continues long may become quite problem,,neutral
kaggle,Curators have divided their material into eight themes .,curators divided material eight themes,,neutral
kaggle,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sales period expected fall well last year result items expected red,,neutral
kaggle,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",first half 2008 bank operating profit fell eur mn eur mn net interest income increased eur mn eur mn first half 2007,2008.0,negative
kaggle,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,tsla upgraded buy argus pt almost think run weeks would sell signal,,positive
kaggle,Glencore chief blames rivals' overproduction for share price fall,glencore chief blames rivals overproduction share price fall,,negative
kaggle,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,new plant planned electricity generation capacity megawatts mw heat generation capacity,,neutral
kaggle,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,company said shareholders able vote agreement egm scheduled later month,,neutral
kaggle,"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",according schmardin nordea likely try win customers pension fund providers,,positive
kaggle,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",according kesko company agreed city administration lease building 2006 resettlement construction hotel hilton rooms,2006.0,positive
kaggle,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",ahlstrom employees serve customers via sales offices production facilities countries six continents,,neutral
kaggle,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,fda approves astrazeneca iressa lung cancer treatment,,positive
kaggle,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',developments partly reflect government higher activity field dividend policy,,neutral
kaggle,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,shuweihat got way july 2008 project awarded desalination power contractors,2008.0,neutral
kaggle,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",tsla recall model x suvs fix,,negative
kaggle,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,added cost bounce put oi pivot moteltan bto aapl apr 2012 calls ride ish,2012.0,positive
kaggle,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,ramirent made million kroons eur mln loss last year year company million kroons black,,neutral
kaggle,"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",second quarter 2010 company net profit compared net loss 2009,2010.0,positive
kaggle,He will report to CapMan Plc 's CEO Heikki Westerlund .,report capman plc ceo heikki westerlund,,neutral
kaggle,"More than 14,000 customers were left powerless .",customers left powerless,,negative
kaggle,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,expects invoicing 2008 higher comparable invoicing 2007,2008.0,positive
kaggle,"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",water treatment products australia today global research data services going publish market analysis market chemical water treatment products australia,,neutral
kaggle,"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",via agreement ramirent expand range equipment services delivers destia ramirent finland managing director kari aulasmaa said,,positive
kaggle,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",founded 1923 finnair one world oldest airlines flies destinations fleet aircraft employing people,1923.0,neutral
kaggle,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,operating profit improved er mn eur mn 2004,2004.0,positive
kaggle,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holdings co ltd srv group,,neutral
kaggle,The operating margin came down to 2.4 % from 5.7 % .,operating margin came,,negative
kaggle,"This truly takes efficiency to new heights , '' Mr. Metso adds .",truly takes efficiency new heights metso adds,,positive
kaggle,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",company reported profit euro mln sale varesvuo partners loss euro caused sale program production subsidiary oy filmiteollisuus fine ab,,neutral
kaggle,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",ace limited year dividend growth streak plans dividend hike http ace,,positive
kaggle,"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",two sellers finnish national fund r sitra oras invest oy also sold half shareholdings leaving pct pct company respectively,,neutral
kaggle,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",firm services include copying printing digital printing scanning sokopro project bank courier services,,neutral
kaggle,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",information released september 2008 nokia american depositary shares fell,2008.0,negative
kaggle,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",objective yield significant part turnover russia couple years says solteq managing director hannu ahola,,neutral
kaggle,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,tsla gyrating gap keeping eye http,,positive
kaggle,The statutory negotiations at headquarters are part of this decrease .,statutory negotiations headquarters part decrease,,neutral
kaggle,"In Finland , Alma Media will focus on quality and developing chain operations .",finland alma media focus quality developing chain operations,,neutral
kaggle,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",last month outokumpu sold percent technology unit outokumpu technology oyj strategic goal becoming world largest stainless steel maker,,positive
kaggle,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",fourth quarter 2006 oko banks expects operating environment banking investment services remain similar 2006,2006.0,neutral
kaggle,"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",auburn sales 2007 cad million approximately eur million company employs people,2007.0,neutral
kaggle,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",nevertheless fitch notes business fundamentals three banks currently remain sound,,positive
kaggle,"After piloting , the instrument will be further developed according to the experiences gained .",piloting instrument developed according experiences gained,,neutral
kaggle,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",gld http daily chart though rsi stoch point possible move lot resistance,,positive
kaggle,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",poyry global consulting engineering firm focusing energy forest industry infrastructure environment sectors,,neutral
kaggle,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",swedish telco teliasonera teaming friends swedish organization bullying fight bullying children teenagers via electronic channels,,neutral
kaggle,The duration of the contract is 37 months .,duration contract months,,neutral
kaggle,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,meeting glisten shareholders vote bid held march,,neutral
kaggle,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",mercator use software logistic retail wholesale operations slovenia markets southeastern europe,,neutral
kaggle,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",insurer axa par cs slid eur citigroup ing slashed targets stock,,negative
kaggle,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",rinkuskiai raised sales percent million liters sales kauno alus grew percent liters,,positive
kaggle,No changes in media activity were seen in October compared with September .,changes media activity seen october compared september,,neutral
kaggle,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,orion net profit third quarter 2007 decreased mln euro mln mln euro mln year earlier,2007.0,neutral
kaggle,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending first quarter 2008,2008.0,negative
kaggle,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,july quadriga capital sold lewa gmbh business japan nikkiso,,neutral
kaggle,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .",largest construction company finland yit corporation acquire shares slovak construction company reding bratislava,,neutral
kaggle,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",total 3000 surveillance cameras handled managed according variety needs company said,3000.0,neutral
kaggle,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",sukhraj dulai 2900 block boni sue court city north side started vehicle went inside house tuesday leaving garage door open,2900.0,neutral
kaggle,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,enterprise value maritim food determined approximately,,neutral
kaggle,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,facebook fb received buy rating wells fargo analyst peter stabler wells fargo https,,positive
kaggle,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",2008 scanfil net sales totalled eur mn operating profit eur mn,2008.0,neutral
kaggle,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",aldi lidl expansion plans speed ahead tesco sainsbury morrisons,,positive
kaggle,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .",paper industry sludge produced mills use recycled fiber printing ink removed recovered paper also suitable raw material,,neutral
kaggle,$RSOL bought 3500 shares today!,rsol bought 3500 shares today,3500.0,positive
kaggle,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,xli potential intermediate top uptrend charts http,,positive
kaggle,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,kari stadigh carry chairman board matti arteva,,neutral
kaggle,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",total value order placed aspo marine transportation subsidiary esl shipping oy eur million usd,,neutral
kaggle,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,operating loss totaled eur mn compared profit eur mn corresponding period 2007,2007.0,neutral
kaggle,One attractive factor about the tablets for media companies is that they provide a new way of making money .,one attractive factor tablets media companies provide new way making money,,positive
kaggle,"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",raisio bid buy glisten deal companies chairman uk snacks firm told today february,,positive
kaggle,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,parties agreed negotiate definitive distribution license agreements end june 2010,2010.0,positive
kaggle,Status : Agreed,status agreed,,neutral
kaggle,long $AAPL 107 calls @ .40,long aapl calls,,positive
kaggle,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",wig index ended thursday session pct pts pts,,neutral
kaggle,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,tesla issues first model x recall https tsla,,negative
kaggle,REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,lloyds pay first dividend since rescue,,positive
kaggle,what is up with $HK..... from Jan to now it's been a sinking ship...,hk jan sinking ship,,negative
kaggle,"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",finnish property investor sponda said agreed mln eur mln credit facility swedbank mln eur facility oko bank,,neutral
kaggle,The deliveries started in April 2006 and will be completed in 2007 .,deliveries started april 2006 completed 2007,2006.0,neutral
kaggle,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",new system include pdas motorola used poundstretcher operatives across shifts integrate company existing warehouse management system aldata stock went live may 2008,2008.0,neutral
kaggle,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",teleste acquisition marks entry services business market long established significant supplier products,,positive
kaggle,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,march 2010 leakage gypsum pond detected today talvivaara mine,2010.0,neutral
kaggle,FTSE edges up as investors cheer Kingfisher results,ftse edges investors cheer kingfisher results,,positive
kaggle,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,pohjola act manager issue bond listed nasdaq omx helsinki,,neutral
